image_id,headline,caption,section,generated_baseline,alt_text_length
9ec149e0-07cf-561a-9c1c-ab97ff09833b,NASA Mars 2020 Rover Gets a Landing Site: A Crater That Contained a Lake,"After a five-year search, NASA scientists chose the Jezero Crater delta as the landing site for the next Mars rover, which is expected to launch in 2020.",Science,"""Color-enhanced image of Jezero Crater delta, showing a waterway and surrounding geological features, selected as the landing site for NASA's Mars 2020 rover mission.""",167
49f23134-8418-5a83-9089-48f115811a34,Joyce Theater Goes to the Dog,"Laurie Berg, left, creator of ""The Afterlife,"" with Siri Peterson.",Dance,"""Two performers engage dynamically on stage; one in red stands assertively while the other lies on the floor in blue, representing a bold theatrical exploration.""",162
71b8d8b8-1927-5e76-a7a5-b05e4bf74596,A Show of Artists Galvanized by the Abortion Debate,"Tatyana Fazlalizadeh&rsquo;s &ldquo;To Be Without Choice&rdquo; (2019), graphite and photo collage, in the exhibition &ldquo;Abortion Is Normal&rdquo; at Arsenal Contemporary.",Art & Design,"Graphite portrait with inset photograph showing a family scene, part of Tatyana Fazlalizadeh’s “To Be Without Choice” at the “Abortion Is Normal” exhibition.",157
6a5d4ac1-7fbd-5c65-84a5-c60d303cb903,"Teacher, My Dad Lost His Job. Do We Have to Move?","Trinity Frank and other second graders at Wilson Hill Elementary in Worthington, Ohio, a town where the number of children getting subsidized lunches has risen.",Education,"Children in a classroom setting appear engaged with computers; some look up, possibly participating in an activity related to their emotional concerns mentioned in the article.",176
e9ed3d38-7815-5044-aed7-3e2a546d3b37,What the Plague Can Teach Us About the Coronavirus,"&ldquo;Bring Out Your Dead,&rdquo; an illustration of a street during the Great Plague in London, 1665, with a death cart and mourners.",Opinion,"""An illustration depicting a 17th-century London street during the Great Plague, showing a death cart, mourners, and a person holding a lantern near a burning barrel.""",167
9dc8a05d-3d8b-5969-a10e-fc77cd936158,To the Rescue This Year: The People Who Put Orchestras Online,"Brandon Cardley, the Boston Symphony Orchestra's video engineer, used to film performances for promotional materials. Now, with concerts happening only online, the stakes of his job are higher than ever.",Music,"""Brandon Cardley, wearing a mask, operates a broadcast control panel, surrounded by screens showing musicians performing. His role has evolved as orchestras shift to online broadcasts.""",185
5754780f-cfb6-53f7-b41f-fdc1f4d20c5b,What's New in NYC Theater,"George Takei (center, in navy blue) in John Doyle's revival of ""Pacific Overtures"" at Classic Stage Company.",Theater,"""Actors gather on stage during a theater performance, with George Takei (center, navy blue suit) in John Doyle's 'Pacific Overtures' revival at Classic Stage Company.""",167
c601cf62-1d6d-5b60-8d94-eae8f3b2ae59,A Love of Adventure Leads to Love Near Home,Lilly Leas and Sean Ferreira were married May 20 at the Sailfish Club of Florida near their childhood homes in Palm Beach. A Junkanoo band led them and their guests to the reception.,Fashion & Style,"A joyful couple, Lilly Leas and Sean Ferreira, walk through a lively Junkanoo procession, celebrating their wedding in Florida with colorful costumes and music near their hometowns.",181
ae58efd5-9f34-5047-ac58-5b7d869ac2b1,"At 12, She's a Covid 'Long Hauler'","Maggie Flannery and both her parents fell ill with Covid-19 symptoms in March, when testing was still scarce. Months later, she&rsquo;s had to limit her activities and has trouble concentrating.",Well,"A girl sits on a bed surrounded by stuffed animals, looking out at a cityscape view through a window, illustrating the challenges faced by a ""Covid long hauler.""",161
d0b42d66-2827-5874-b180-a75b6471a74b,Apollo Theater to Build New Performance Spaces,A rendering of one of the two new theaters at the Apollo Performing Arts Center in Manhattan.,Music,"Rendering of a modern theater with blurred motion, filled seats, and geometric wall patterns. Part of the Apollo Performing Arts Center expansion project.",154
b9aa63fb-42dc-5b9e-8ddb-7450976cb9c6,Cursive Seemed to Go the Way of Quills and Parchment. Now It's Coming Back.,"Nearly two dozen states have reintroduced cursive instruction since 2010, when the Common Core standards dropped a requirement that it be taught in elementary schools.",Education,"Hands practice cursive handwriting with red pen on lined paper, showing a revival movement supported by advocates aiming to reintroduce it into schools.",152
76e3e5b9-6ad2-52af-8b7b-82459830ee24,Study Shows Diseases Like Plague Can Perilously Evolve,"Skeletons in the East Smithfield Cemetery in London, where plague victims were buried in the 13th century. Scientists warn that small genetic changes can contribute to new modes of transmission for diseases like plague.",Health,"Three skeletons with labels (8411, 8449, 8450) lie in an archaeological dig pit, symbolizing historical burial practices linked to the Black Death's spread.",156
53b5c3fb-9b12-5050-90c2-ba1336d55498,How to Take Control of Your Notifications,Getting tired of new alerts constantly popping up on your screen? You can do something about it.,Technology,"Notification Center screenshot showing various alerts, including YouTube, BuzzFeed, Satellite Tracker, and Washington Post travel tips, illustrating ways to manage notifications effectively.",190
6dac11dc-2965-585e-b5c4-38a46385029f,"Come the Recession, Don't Count on That Safety Net","Lining up for a job fair in Manhattan in February 2009, when the nation&rsquo;s unemployment rate surpassed 8 percent. It peaked later that year at 10 percent.",Economy,"People wait in line for a job fair in Manhattan, 2009, as unemployment rose above 8%, highlighting the struggle with economic hardship during a recession.",154
3d3946ba-e39c-57f6-bf54-39435a10b2dc,It's Time to End Racism in the Fashion Industry. But How?,Virgil Abloh,Style,"""Image of Virgil Abloh at an event, surrounded by models showcasing colorful fashion, highlighting discussions about racial equality in the fashion industry.""",158
aa7c999e-51ec-5dd9-a176-7212a3fdd292,"'Jumanji: The Next Level' Review: New Faces Join the Gang, Back in the Wild","Kevin Hart, Dwayne Johnson, Jack Black and Karen Gillan in ""Jumanji: The Next Level.""",Movies,"""Four actors, including Kevin Hart, Dwayne Johnson, Jack Black, and Karen Gillan, stand together in a rugged desert landscape for 'Jumanji: The Next Level.'""",157
e30f9411-e7b7-5373-a0a9-41b966442299,Koma Alone (Except for All the Dancing Spirits in the Room),"Koma's multidisciplinary work, ""The Ghost Festival,"" is his first solo presentation.",Dance,"A contemplative older man with long, dark hair, wearing a striped shirt and red scarf, looking thoughtfully off to the side against a neutral background.",153
df0a6440-a24f-559a-bab8-b05aa4914eb5,"AIDS Quilts for an Artist and His Partner, Sewn During a New Pandemic","The central design of an AIDS quilt panel friends made to honor the memory of Tom Rauffenbart was inspired by a 1989 painting by David Wojnarowicz, his partner. In it, Mr. Rauffenbart&rsquo;s silhouette encompasses a galaxy.",Art & Design,"An AIDS quilt panel depicting a silhouette of Tom Rauffenbart with a galaxy-like design, featuring planets and stars, inspired by a 1989 painting by David Wojnarowicz.",167
6825521a-8a50-5119-83e8-96066490685c,19 Art Exhibitions to View in N.Y.C. This Weekend,"&ldquo;Tangled,&rdquo; by Monica Hern&aacute;ndez, will be on display in the Young Talent Exhibition at the Affordable Art Fair, which runs at the Metropolitan Pavilion until Sunday.",Art & Design,"A close-up painting of a person holding a plate of spaghetti, with vibrant red and yellow accents, part of ""Tangled"" by Monica Hernández at the Young Talent Exhibition.",168
6ec304f3-32bc-52b9-a5c7-b46192cc1e51,Lincoln Library Cancels Exhibition Over Racial Sensitivity Concerns,The Abraham Lincoln Presidential Library and Museum decided to cancel a touring exhibition on domestic terrorism because they found the displays outdated and insensitive.,Art & Design,"Large modern building with columns, American flags, and a sign reading ""Abraham Lincoln Presidential Library."" Context suggests a decision to cancel an exhibition over racial sensitivity concerns.",196
c8eb45fc-e54e-5de9-b1fc-22a8e6dd404a,Meet the New Titanosaur. You Can Call It Wade.,"An artist's rendering of what Savannasaurus elliottorum, a newly discovered species of titanosaur in Australia, may have looked like.",Science,"Two long-necked dinosaurs, depicted in an artist's rendering, suggest the appearance of Savannasaurus elliottorum, a recently discovered Australian titanosaur species, against a blue sky backdrop.",196
985ad6b4-59dd-503e-9aef-a1e9df0072ee,Poet and Punk: Patti Smith's New Audiobook,Smith at the Minetta Lane Theater.,Books,"A smiling woman with long white hair and a black blazer stands before a microphone at the Minetta Lane Theater, promoting her new audiobook and performances of her work.",169
c96766a0-2a19-5437-98c8-3b7ec385ad57,Wheelies: The Russian Shutdown Edition,"Russian President Vladimir Putin at the opening of the Volkswagen factory in Kaluga, Russia, in 2009.",Automobiles,"""Vladimir Putin gestures beside a black Volkswagen Tiguan during the opening of the factory in Kaluga, Russia, highlighting the automaker's presence despite recent shutdowns.""",175
104e6fed-64ae-5295-8f04-ed7dcbab0e61,"As Seen on TV, a Medical Mystery Involving Hip Implants Is Solved",Two case studies published on Thursday traced high levels of cobalt in patients in Colorado and Germany to metal-on-metal hip implants.,Health,"A person holding a metallic object with a reflection showing a man, likely related to the investigation into high cobalt levels linked to metal-on-metal hip implants.",166
31dfeef8-9be7-5ad8-97b3-491e3f7d2af6,"Lani Guinier Redefines Diversity, Re-evaluates Merit",Lani Guinier in 2013.,Education,"A woman gestures with her arms outstretched as she speaks at a podium, symbolizing advocacy and discussion, likely related to her book advocating for rethinking college admissions processes.",190
82718448-d5ea-5529-8c20-e2c06b4ac500,"With Vouchers, States Shift Aid for Schools to Families","Maria Salazar of Phoenix said friends were surprised that her daughter, Nydia, could go to private school on public money.",Education,"Two women walk outdoors; one in a green shirt and plaid skirt, the other in light-colored scrubs, symbolizing a school voucher program's impact on educational choices.",167
3bd22ff9-47bf-5570-806d-265c095f8489,Removing the Statues (T.R. and Others),"The statue of Theodore Roosevelt outside the Museum of Natural History, under police watch, will be coming down. It has drawn many protests in recent years.",Opinion,"A statue of Theodore Roosevelt on horseback, flanked by a woman and child, stands before a building under police observation, amidst urban surroundings with trees and parked vehicles.",183
f78a1bff-e14a-55cc-b65e-068a90ba9bd5,Miss the N.Y.C. Subway? These Radio Plays Bring It Back to Life,"From left: Alexander Lambie, Ren Dara Santiago and Julissa Contreras, contributors to an audioplay series with episodes set inside the No. 2 train, at the Wakefield 241 Street station in the Bronx.",Theater,"Three individuals sitting on a subway platform, wearing casual attire, with a train in the background, representing contributors to an audioplay series about the No. 2 train in the Bronx.",187
be4a700d-61ca-5da2-ab27-098883f325f1,An Evening of Ronald K. Brown Lifts Alvin Ailey's Season,"Matthew Rushing, with fellow members of Alvin Ailey American Dance Theater, performing in ""Grace"" on Dec. 14 as part of the program ""Celebrating Ronald K. Brown.""",Dance,"Dancers in white attire perform a dynamic routine, showcasing strength and grace, part of ""Celebrating Ronald K. Brown"" at Alvin Ailey American Dance Theater.",158
855e64a0-0970-5916-9f29-c4987f905075,A Troupe in Lock Step With the Wit of a Master,"Sir Frederick Ashton Festival  Ricardo Graziano and Ellen Overstreet performing in ""Illuminations"" at the Sarasota Opera House.",Dance,"""Two dancers in a Frederick Ashton performance, with one wearing a crown, captured in a dynamic ballet pose during 'Illuminations' at the Sarasota Opera House.""",160
de17c700-24ea-5053-a562-3feb9d04bd9c,Doubts on Regulation and Renewal Hang Over Wall St.,"On Thursday at the New York Stock Exchange, just before a Champagne toast to celebrate the year's final trading day.",Economy,"At the New York Stock Exchange, traders gather near a large bottle of Korbel champagne, symbolizing the year-end celebration amid financial uncertainties.",154
af63f5cb-ed18-5bd0-a846-f0d5da3d9689,Murray's Cheese Opens a New Shop and Restaurant in Queens,"The new shop and restaurant from Murray&rsquo;s Cheese is not far from its aging caves in Long Island City, Queens.",Food,"A modern cheese shop with a variety of cheeses displayed in glass cases, accompanied by a menu board and shelves of accompaniments like jams and breads.",152
610cddbe-5576-5683-b82f-a9463a35d452,What Freedom Looks Like,"The Marks & Spencer ""burkini.""",Fashion & Style,"A woman wearing a blue and navy burkini with a floral design stands against a plain background, representing the debate over fashion and freedom in the Islamic market.",167
39fed791-678f-5988-9699-b2b69be94c4d,"'The Crown' Has Had Its Scandals, but There's Nothing Like Diana",Josh O&rsquo;Connor and Emma Corrin play the doomed royals Prince Charles and Princess Diana in the newest season of &ldquo;The Crown.&rdquo;,Television,"Prince Charles (Josh O'Connor) and Princess Diana (Emma Corrin) in ""The Crown,"" set against the backdrop of their wedding ceremony in a grand cathedral.",152
7feedcc5-33ad-589b-a5ad-9dea83379a25,Tips for Adding a Teenage Driver to Your Auto Insurance,"Matt Walton with his car in Jackson,Tenn. Adding a teenager to a family's auto insurance policy is expensive, but there are ways to save.",Your Money,"A man stands beside a green car in front of a house, with a woman and child sitting on the porch, illustrating challenges associated with adding a teen driver to a family's auto insurance policy.",195
9c38dd62-5dda-5b5a-b7ed-3f5bf8fe39a2,Rockets' Danuel House Leaves N.B.A. Bubble After Violation,"Danuel House Jr. of the Houston Rockets, left, had missed two games while the N.B.A. investigated whether he had breached protocol.",Sports,"""A Houston Rockets player (Danuel House Jr.) competes against a Los Angeles Lakers player (LeBron James) during a game, with the Rockets' jersey indicating a recent suspension due to a health protocol violation.""",212
5e66f446-ed54-5955-a7f2-66ee472726ba,"Peddling Relief, Firms Put Debtors in Deeper Hole","PORT IN A DEBT STORM  Linda Robertson, right, hugs her aunt Helen Day. Ms. Robertson moved in with her in Kansas City, Mo., after she and her son could no longer afford his apartment. Ms. Robertson paid nearly $4,000 into a debt settlement account, but filed for bankruptcy after a credit card company sued her.",Economy,"""Two women embrace outdoors at dusk, with a house and tree branches in the background, symbolizing a supportive relationship amidst financial difficulties.""",156
d39fd801-ebaf-530d-8cf0-44a4115b968e,"Warren Wealth Tax Has Wide Support, Except Among One Group",Senator Elizabeth Warren's wealth-tax proposal has been a focus of economic debate.,Economy,"Senator Elizabeth Warren holds a microphone, waving to the crowd with a spotlight behind her, as she discusses her wealth-tax proposal, a topic of economic debate.",163
ed63b311-e24f-5e76-a080-3673ce49da66,"The Garden at the Frick, and How It Grew",The Frick Collection and adjacent townhouses on East 70th Street in 1948.,Real Estate,"Historic Frick Collection building and surrounding townhouses on East 70th Street, 1948, showcasing classic architecture with vintage cars parked nearby.",153
0f873f6a-2140-5015-b1ed-28cde7515d14,"Events to Shake, or Gently Rattle, the World in 2021",Tokyo will host the first postponed Olympic Games in modern history from July 23 to Aug. 8.,Opinion,"""Visitors interact with the Olympic rings at an event site, symbolizing the upcoming 2021 Tokyo Olympics, the first postponed Games in modern history.""",151
fc2021d4-0efb-52a5-b9d6-5fa5e3338ae7,A Study Tests the Safety of Women Using Abortion Pills Sent by Mail,"A package of pills sent to patients in a study on medical abortions, which is being conducted in four states.",Health,"Pills and medication guide labeled ""Mifepristone"" (200mg) and ""Misoprostol"" (200mcg tablets), part of a study on mail-order abortion pills conducted across four states.",168
9e835a44-2396-55bc-a95f-8ba224737e12,"Volksbühne Theater in Berlin Names Artistic Director, Ending Leadership Crisis","René Pollesch at a news conference in Berlin on Wednesday. As a playwright, he staged many productions at the Volksbühne theater.",Theater,"""René Pollesch, wearing glasses and a jacket, raises his hand while standing in front of a decorative light fixture, announcing his appointment as artistic director of the Volksbühne theater in Berlin.""",202
6c4f9077-67b9-5019-95f2-9e96877db236,"A Mysterious Infection, Spanning the Globe in a Climate of Secrecy","Glo Gel under a black light in a room at Mount Sinai Hospital, before a simulation &ldquo;terminal&rdquo; cleaning of that room. Hospital workers place the gel in unexpected places to check that a room has been deeply cleaned &mdash; a necessary precaution after the hospital had to spend $1 million on cleaning equipment to protect against C. auris.",Health,"A glo gel under a black light on a light switch, part of a C. auris simulation at Mount Sinai Hospital, highlighting the importance of thorough cleaning post-Candida auris infection.",182
397095da-a677-5a24-a719-6c35705a97ef,China Graft Inquiry Sweeps Up Billionaire Oil Entrepreneur,"Jiang Jiemin, a top government official, is also among those suspected of corruption.",Global Business,"A man in a suit sits in front of a Shell logo backdrop, suggesting a connection to the oil industry and ongoing graft investigations involving high-ranking officials.",166
12d0b85b-73ea-5dc4-a837-8870410a1359,NASA Astronauts in SpaceX Capsule Make First Water Landing Since 1975,"Doug Hurley, left in blue jumpsuit and Bob Behnken, in the blue jumpsuit at right, in a helicopter in Pensacola after they landed on the Gulf of Mexico.",Science,"Three astronauts, including Bob Behnken and Doug Hurley, seated inside a helicopter, wearing blue NASA suits with mission patches, following their splashdown in the Gulf of Mexico.",180
320cbfe3-981b-58c9-a98d-06ec6fcb7962,Cuomo's Bad Medicine on Medicaid,Gov. Andrew Cuomo delivering his budget address earlier this month.,Opinion,"Gov. Andrew Cuomo speaks at a podium adorned with New York state symbols, flanked by U.S. and New York flags, as he addresses Medicaid budget concerns.",151
f753e6c8-f6b7-51d8-ba14-f4fe1e944a61,Philippe Vergne Resigns as Director of Museum of Contemporary Art in Los Angeles,Philippe Vergne has confirmed that he is leaving the Museum of Contemporary Art.,Art & Design,"""Close-up of Philippe Vergne wearing glasses, with 'THE MUSEUM' visible in the background, as he confirms his resignation from the Museum of Contemporary Art.""",159
18e88de2-3484-53d8-aad8-006e3c2f9f15,'Pure Hell for Victims' as Stimulus Programs Draw a Flood of Scammers,"""It is a little relief, and then you find out it isn't happening,"" said Krystle Phelps, 33, who discovered that a scammer had recently claimed her family's $3,400 stimulus check.",Technology,"A woman stands outdoors near a tree, surrounded by greenery, wearing a black shirt and gray jacket, reflecting the theme of financial scams amid stimulus programs.",163
95b08f25-d263-533d-9740-9f18a3363820,When You're Ready to Move Beyond Irish Spring,"Some new grooming products — among them, Bravo Sierra, Hawthorne and Huron — are meeting men where they're at, including CrossFit and military bases.",Style,"A hand holding various men's grooming products like body wash, face wash, shampoo, conditioner, and wipes by brands such as Bravo Sierra, Hawthorne, and Huron.",159
841b1341-498e-5588-9b99-344aa45db506,Restaurant Report: Stateside in Seattle,"Stateside's bahn mi showcases the ""layers of savoriness"" that chef Eric Johnson has made a focus of the restaurant's menu.",Travel,"A close-up of Stateside's bahn mi, featuring layers of crispy fried chicken, fresh cilantro, sliced pickled vegetables, and creamy sauce, highlighting the restaurant's complex flavor profile.",191
0ca02fc1-949a-5e97-a30a-51272da609ea,"Paul Marks, Who Pushed Sloan Kettering to Greatness, Dies at 93","Dr. Paul Marks in an undated photo. As president of Memorial Sloan Kettering Cancer Center, he combined the attributes of an accomplished scientist, a talented doctor, an effective administrator and a charismatic leader.",Science,"""Dr. Paul Marks, a charismatic scientist and administrator, smiles while wearing glasses and a lab coat, with a computer monitor and cityscape background.""",155
51ce0d7e-418d-531b-9772-7e21836c2bbf,Jill Biden Is Not Melania Trump,"Jill Biden spoke during the Democratic National Convention on Tuesday from the Wilmington, Del., high school where she once taught.",Style,"""Jill Biden stands in an empty classroom at Brandywine High School, wearing a green dress, with an American flag and Delaware state flag displayed behind her.""",159
9f308fc3-f8ee-5da5-be3b-f7e464f01684,How to form healthy habits in your 20s,Conditioning your body to associate a healthy behavior with a favorite reward — like chocolate — is one way to form a new habit.,Well,"A hand holds a chocolate truffle from a box of assorted chocolates, illustrating the idea of associating a healthy habit with a treat for habit formation.",154
ba382eaf-7c77-5b44-96ea-18ad789b4459,Trump's Case for China Tariffs Fails to Persuade Americans,"David Markley, a moderate Republican in Alexandria, Va., said he believed economists when they said tariffs would raise prices, but ""something needed to be done."" Jennifer Frandsen of Palm Bay, Fla., recently lost her sales job when Walmart cut back its contract with her employer, a move she attributes at least partly to the trade war.",Economy,"""Two individuals, David Markley (left) and Jennifer Frandsen (right), reflect on the economic impacts of Trump's tariffs, discussing their views on higher prices and job losses.""",178
8540515c-4e71-5507-8cc4-e8605b8fd252,"Kim Ki-duk, Award-Winning South Korean Filmmaker, Dies at 59","The South Korean filmmaker Kim Ki-duk in 2013 at the Venice Film Festival, where his &ldquo;Moebius&rdquo; was screened out of competition. A year earlier, his film &ldquo;Pieta&rdquo; had won the Golden Lion there.",Movies,"A seated Kim Ki-duk at the 2013 Venice Film Festival, wearing a brown shirt and gray pants, against a backdrop featuring the festival's logo and the number ""70"".",161
e12f7647-3bd6-5c07-9148-5ebe6ebea705,"Rick Owens, Talking Doom","Rick Owens, fall 2020",Style,Fashion show featuring Rick Owens Fall 2020 collection with a model in a voluminous blue puffer coat amidst an audience of attendees and industry professionals.,160
fab165a5-78b4-5d90-80f9-ef2cde0bba6f,"Russian Comedy Plays on YouTube, Not in Movie Theaters, to Avoid Censors","Critics have denounced ""Holiday"" as mocking Russia's history. But the film's director said the comedy came from the characters' relationships, not their situation.",Movies,"A man dressed as Santa Claus, wearing a fur-trimmed coat, holds a sack near a woman in period clothing, set against a backdrop of green curtains and a coat rack.",161
6a2001b7-361c-5257-a302-0b09dc395019,A Black Hole's Lunch Provides a Treat for Astronomers,"An artist&rsquo;s impression of the mysterious cosmic object, which weighs about 2.6 solar masses and lies 780 million light-years away &mdash; or did, until a black hole consumed it.",Science,"Artist's depiction of a black hole, with glowing rings and stars against a dark background, illustrating a mysterious cosmic object weighing about 2.6 solar masses.",164
0b08b171-49f0-5d3d-a72d-5117b6d3fd32,Ayad Akhtar to Lead PEN America,"""Literature has a place in our national life,"" Ayad Akhtar said. ""It can be part of our national discourse and can contribute to it in interesting ways.""",Books,"Bald man wearing glasses, hand on cheek, against orange background; related to Ayad Akhtar's leadership role with PEN America and his statement about literature's role in national discourse.",190
dbfac0c2-51a6-5942-ba0e-caffa8f2a079,Something Quiet on the Upper West Side,Irene Kim works at a table in the living room of her new home on the Upper West Side of Manhattan.,Real Estate,"Woman sits at a glass table in a living room adorned with abstract paintings, working on a laptop. The space reflects a quiet, artistic atmosphere on the Upper West Side of Manhattan.",183
c6e3c44c-7da8-5774-a2cb-f5f8ee7f46ae,Lie to Me: Fiction in the Post-Truth Era,"Charles Van Doren as a contestant on the midcentury television quiz show ""Twenty-One.""",Books,"""Charles Van Doren wearing headphones at a podium during a midcentury television quiz show, reflecting the post-truth era's theme of shared culpability with reality-TV fans and Trump supporters.""",195
0c435ddd-10db-5f30-8c11-b8e36093f87b,K.G.B. Museum Closes; Lipstick Gun and Other Spy Relics Go on Sale,"Julius Urbaitis and Agne Urbaityte, father and daughter curators of the K.G.B. Spy Museum, in the interrogation room. The museum, shut since March, is closing for good.",Art & Design,"Father-daughter curators Julius Urbaitis and Agne Urbaityte stand in an interrogation room with historical spy memorabilia, including a typewriter and vintage military uniforms, as their K.G.B. Spy Museum prepares to close.",223
bb177f84-b27e-57c3-9fa0-47f04c4f025b,"At the U.S. Open, It's What You Wear","For almost two decades, Serena Williams has delivered memorable U.S. Open style ranging from a short denim skirt in 2004 to eye-catching leopard prints in 2014 and a Lycra bodysuit in 2002.",Style,"""Serena Williams at the U.S. Open, showcasing her iconic tennis fashion in 2004 (denim skirt), 2014 (leopard print shorts), and 2002 (Lycra bodysuit).""",151
256a41e6-5301-5ea9-87a0-2249d9fa09fb,'What You Gonna Do' Review: Struggles and Resilience in New Orleans,"Ronaldo and his younger sibling, Titus, in ""What You Gonna Do When the World's on Fire?,"" a documentary directed by Roberto Minervini.",Movies,"Two young boys, Ronaldo and Titus, stand in an urban Louisiana street, one looking up at the other, in a scene from Roberto Minervini's documentary ""What You Gonna Do When the World's on Fire?""",193
646a6085-88a7-5304-8818-e052edd5d503,"Welcome to Manhood, Gillette Told the 50-Year-Old Woman","Gillette's ""happy birthday"" kit. The free razors the company sends to men on their 18th birthday sometimes end up going to women.",Media,"""Open book with 'Happy 18th Birthday' message, showing a child's picture and 'First Suit' guide, alongside Gillette razor packaging and promotional flyer.""",155
33f511f2-2c42-5ec4-90c5-2462365b82a5,When You Know It's Love: A Vision Out of Your Dreams,"Paul Rust with his wife Lesley Arfin. ""I never thought I'd actually meet someone like that,"" said Mr. Rust.",Fashion & Style,"A man wearing glasses and headphones stands beside a woman reading papers; both appear engaged, hinting at a scene from a film or creative collaboration.",153
7a98d789-2626-5820-aa51-206a5f9dc362,Nuclear Woes Hurt Bottom Line at EDF,"Completion of the EDF nuclear power plant being built in Flamanville, France, on the Normandy coast, will be delayed by a year because of increased costs.",Global Business,A construction worker wearing a red hard hat overlooks a large nuclear power plant under construction with cranes against a backdrop of the ocean and clear sky.,160
efb19ded-4025-5a89-876f-5c866d99e07e,Up Close and Personal: New Essays From Leslie Jamison,"Leslie Jamison — who burst onto the scene in 2014 with ""The Empathy Exams"" — has a new book of essays, ""Make It Scream, Make It Burn.""",Books,"""Leslie Jamison, author of 'The Empathy Exams,' is featured against a brick wall, showcasing her presence in her new collection 'Make It Scream, Make It Burn.'""",160
c7ce83e7-cb06-539b-92bc-bf6cc9098186,"Selma Blair Shares Her M.S. Story, and Many Hear Their Own",Selma Blair arrived at the Vanity Fair Oscar party on Sunday in Los Angeles.,Health,"""Selma Blair, wearing a striking gown with flowing fabric, holds her patent-leather cane as she arrives at the Vanity Fair Oscar party, showcasing her public support for raising awareness about multiple sclerosis.""",214
24ec3a40-754b-5ef3-9169-67be886b2a3b,"A College Degree, 55 Years and an Era in the Making","Burlyce Sherrell Logan, 73, at the University of North Texas. She will graduate Saturday.",Education,"""Portrait of Burlyce Sherrell Logan, 73, standing in a hallway at the University of North Texas, where she will graduate after dropping out decades ago.""",153
ac3b2b17-0add-5701-b6be-b1b7222dcbce,"Despite Push, Success at Charter Schools Is Mixed","Williamsburg Collegiate in Brooklyn, whose students outscore their district counterparts.",Education,"Students raise hands in a classroom at Williamsburg Collegiate School in Brooklyn, where some charter schools show promising outcomes despite challenges in improving achievement for low-income students.",202
0201db01-c247-5414-a645-0d5a97e94382,Fox News Apologizes for Featuring Veteran Who Lied About Being a Navy SEAL,"John Garofalo was identified by Fox as a ""Purple Heart recipient who taught himself the art of glass-carving."" On Thursday, the network said that his service claims were untrue.",Media,"""FOX News advertisements featuring anchors like Shepard Smith, Cavuto, and Baiers promote their weekday shows. The network's logo is also visible below the windows.""",165
fafa7487-fedb-53ed-830d-3a1d8abbdbf4,Buy Yourself an Interview,"Andrew Jameson, left, and Ben Mankiewicz, owners of Forward, which creates video interviews paid for by the subject.",Media,"Two men in suits smile while standing inside a large vehicle, representing the founders of Forward, a company creating video interviews paid for by the subject.",160
14906aa3-4cfc-518e-8a6e-7eb3c3d20780,The Quarterback of the Kitchen? It's Not Always the Chef,"Ms. Raben worked on the amuse-bouche station when she started at Blue Hill at Stone Barns as an extern, then worked at every station before expediting.",Food,"A chef in a professional kitchen gestures, surrounded by other staff members and cooking equipment, highlighting the role of the expediter in a high-pressure environment.",170
e89fca4b-d4a5-5047-9ef1-63f8d7283c35,European Parliament Moves to Limit Scope of Eventual U.S. Trade Deal,A cinema on the Champs-Élysées in Paris. France would like to shelter its movie and online media businesses from competition.,Global Business,"""Brightly lit cinema marquee on the Champs-Élysées featuring movie posters and 'Hit & Run' billboard, symbolizing France's desire to protect its film industry in trade negotiations.""",182
9b66ecd1-a7ee-5c1a-95e5-06214d25e663,Customizing Your Own Blend at Wineries and Hotels,"In France, visitors to a Champagne vineyard can help make a bottle of their own.",Travel,"Man walking through rows of grapevines in a French Champagne vineyard, demonstrating winemaking workshops offered by properties and vineyards worldwide.",152
a9274562-92ae-571e-b4a5-2be1adab87f9,U.S. Budget Battles Seen as a Global Drag on Growth,Secretary General Ángel Gurría of the O.E.C.D. presented the organization's more pessimistic economic outlook on Tuesday.,Economy,"""O.E.C.D. Secretary General Ángel Gurría delivers a presentation about the organization's pessimistic economic outlook, emphasizing global challenges.""",151
b2e868e5-b76d-5c26-8dbb-a1bb671fc293,Elizabeth Banks: It's Getting Harder to Make Money in Hollywood,"For everyday workers on productions, ""it's a lot harder to get by,"" Banks said. ""And that's true for middle-class actors and writers, too.""",Movies,"A woman with blonde hair wearing a green sleeveless top stands against a textured wall, illustrating the challenges faced by actors and writers in the film industry as discussed in the article about declining salaries.",218
2b92b2b7-a9c6-5bee-8dce-cd99b65c2a2b,Peeling Back the Paint to Discover Bruegel's Secrets,"""The Battle between Carnival and Lent,"" photographed using macrophotography, left, and x-radiography, right.",Art & Design,"Left: ""The Battle between Carnival and Lent"" depicted with vibrant detail, bustling activity. Right: X-radiography reveals hidden figures beneath the painting, showcasing underlying artistry.",191
2641828c-6cc9-5222-9d90-656eb138e01f,"One Door Closes, and an Uber Door Opens. Love Follows.","Angelyn Sorensen and Alirio Guerrero struck up a conversation  during a shared Via ride. When he arrived at his destination, he invited her to see a friend's band.",Style,"A woman kisses a man on the cheek; she wears a scarf and carries a bag. The man, wearing glasses and a hat, smiles back. They appear close, suggesting a romantic connection.",173
